Ant52,Ant65,Ant244,Ant2,Ant6,Ant7,Ant15,Ant19,Ant30,Ant60,Ant72,Ant99,Ant102,Ant148,Ant161,Ant202,Ant209,Ant227,Ant237,Ant268,Ant518,Ant604,Ant673,Ant12,Ant20,Ant32,Ant35,Ant44,Ant50,Ant55,Ant62,Ant63,Ant96,Ant98,Ant105,Ant112,Ant114,Ant126,Ant137,Ant140,Ant144,Ant147,Ant169,Ant172,Ant174,Ant176,Ant178,Ant195,Ant206,Ant210,Ant215,Ant217,Ant219,Ant232,Ant243,Ant256,Ant257,Ant262,Ant265,Ant289,Ant294,Ant296,Ant298,Ant305,Ant324,Ant332,Ant342,Ant356,Ant395,Ant398,Ant400,Ant437,Ant476,Ant492,Ant502,Ant552,Ant556,Ant560,Ant564,Ant575,Ant592,Ant593,Ant599,Ant607,Ant621,Ant632,Ant638,Ant647,Ant650,Ant665
17,0,0,0,4,0,5,5,1,25,0,5,0,1,1,0,10,3,5,0,0,0,1,0,2,12,2,11,19,0,10,7,20,27,9,0,0,5,3,4,0,8,1,0,33,0,0,5,17,0,0,0,13,1,0,0,4,2,0,0,0,1,14,0,0,8,8,36,5,0,8,0,0,16,0,2,6,5,0,0,2,2,2,0,10,0,0,0,16,10
3,0,0,4,0,0,12,16,7,14,0,16,2,1,4,0,29,3,9,0,4,1,2,0,0,5,0,7,4,1,3,0,1,3,2,0,1,7,0,1,1,11,1,0,0,0,0,1,32,5,0,0,3,1,0,0,4,0,6,0,0,1,3,1,0,5,3,15,0,0,2,2,16,0,1,4,4,2,0,0,1,8,2,4,3,0,0,0,13,0
0,3,7,6,1,6,1,1,5,0,2,5,0,2,0,0,0,3,0,1,1,6,0,0,3,0,4,2,0,2,0,3,0,0,0,5,2,2,1,1,7,2,0,0,0,1,0,5,1,5,4,2,0,1,0,9,4,0,1,0,0,1,1,0,1,0,0,1,0,1,3,3,0,1,0,1,1,0,5,0,0,11,2,8,2,0,0,0,5,1
1,0,2,5,9,0,1,4,1,0,0,19,3,0,0,0,9,0,1,0,0,0,3,0,16,3,1,8,18,0,8,0,12,2,6,0,0,9,40,18,2,1,3,0,1,0,0,12,7,16,0,0,6,33,0,0,3,0,1,0,0,1,13,0,2,20,2,13,2,0,6,3,2,4,1,0,3,0,1,1,2,8,14,0,1,0,0,0,20,5
3,5,5,1,7,2,9,8,9,8,3,3,4,4,3,0,7,7,5,3,3,1,0,0,8,10,5,4,9,12,0,0,6,5,5,0,0,9,0,4,9,4,2,0,4,0,0,12,8,11,0,1,8,15,0,0,0,2,13,1,1,4,13,1,7,3,8,1,5,1,3,7,6,4,1,3,0,0,0,2,8,4,10,8,8,0,0,0,1,2
8,0,4,0,2,5,3,11,1,9,0,2,2,1,5,0,3,3,3,1,5,5,0,0,0,5,6,10,1,0,3,3,0,5,0,1,0,5,14,5,13,5,2,0,1,0,0,0,24,7,0,0,8,1,0,5,12,0,4,1,0,1,12,3,0,0,1,3,5,1,3,2,5,2,0,0,0,0,0,2,1,6,0,7,1,0,0,0,5,7
0,10,2,1,12,9,1,3,2,0,5,2,0,0,5,8,0,2,1,127,57,7,0,0,10,1,21,8,0,11,0,0,0,0,2,6,0,25,4,10,12,2,3,5,0,7,0,2,0,3,26,31,0,15,2,5,1,1,15,19,12,0,0,12,1,0,10,0,0,27,1,12,0,0,5,1,0,0,0,20,0,4,5,28,12,0,5,0,6,0
1,2,12,6,17,6,5,7,15,0,4,2,0,1,9,3,0,9,2,12,20,7,8,0,4,18,6,2,0,3,3,6,0,5,6,5,6,7,0,1,10,1,1,0,0,0,0,9,2,6,0,1,0,18,0,6,1,4,4,0,0,0,3,12,4,0,16,4,9,6,2,15,0,0,0,1,2,2,20,0,0,14,2,3,8,1,0,0,6,1
5,0,0,0,2,0,0,3,0,8,0,2,28,9,0,0,43,0,2,0,0,0,1,0,0,0,0,4,5,0,19,3,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11,1,0,0,0,0,0,0,2,0,0,0,0,0,18,0,0,2,0,24,7,0,8,0,2,1,0,2,8,1,0,0,0,10,1,0,28,0,0,0,7,3
0,0,18,5,4,2,0,7,2,1,5,7,4,2,0,0,10,10,0,4,12,3,30,0,14,16,14,2,5,5,1,0,2,31,10,0,1,18,1,4,9,26,2,0,0,0,0,10,16,7,0,2,1,8,0,0,13,2,7,0,0,0,6,10,6,3,10,6,3,1,6,8,2,8,11,8,4,6,4,14,10,0,8,6,11,0,0,0,15,3
1,5,8,7,6,0,3,4,6,0,0,3,1,0,1,0,0,0,1,0,0,8,1,0,10,7,3,9,7,0,1,0,17,2,6,0,3,1,0,24,3,4,10,0,0,0,0,8,5,16,3,0,2,6,0,0,2,6,1,0,0,5,6,0,4,27,10,7,1,0,0,1,2,2,2,14,10,0,5,2,1,8,0,5,7,0,0,0,26,0
1,15,7,8,11,11,3,6,18,0,17,2,0,0,4,10,0,11,0,35,27,20,5,3,0,14,13,3,0,6,0,16,0,1,7,11,1,16,0,3,19,3,8,8,1,18,1,10,6,3,13,18,1,5,2,1,4,12,13,15,4,1,2,17,7,0,9,0,6,17,13,25,0,4,8,0,8,7,28,3,0,6,5,0,4,1,7,0,4,0
5,0,4,10,2,0,15,6,12,19,1,4,0,1,11,0,12,6,24,5,5,5,2,0,0,13,13,17,1,4,9,8,0,9,8,0,0,23,21,2,6,4,18,0,3,0,0,7,26,0,0,0,18,6,0,0,3,0,1,0,0,3,21,2,10,9,4,4,3,11,10,1,10,3,2,1,8,1,12,8,28,11,7,4,0,0,0,0,3,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53,0,0,0,27,0,0,0,1,4,0,0,0,0,25,0,0,0,0,0,19,0,0,0,0,0,0,0,22,0,30,0,0,0,0,73,13,0,0,5,0,0,0,0,25,5,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,20,13,11,1,0,22,14,7,0,22,4,8,0,4,14,5,49,4,7,1,13,0,2,5,2,25,54,3,10,1,18,5,13,0,1,7,12,4,4,10,1,0,1,0,0,12,25,9,0,0,1,12,0,0,0,0,3,0,2,7,22,0,6,38,4,9,3,8,16,1,16,13,5,20,1,5,6,6,7,15,26,4,3,0,0,0,0,0
0,1,6,2,0,1,3,17,2,0,1,7,2,4,0,0,3,2,0,0,4,1,21,0,1,0,4,2,4,0,10,2,0,4,0,0,0,10,1,0,4,6,4,0,0,0,0,2,9,0,0,2,1,0,0,4,11,2,0,0,0,1,15,2,3,0,2,0,6,1,6,3,10,0,1,5,2,7,0,1,3,3,0,0,10,0,0,0,0,0
